max(views),canal
3540971,"Cocho Late TV ãƒ„"
3546940,"Jaden Smith"
3569961,MaganVEVO
3602171,ImagineDragonsVEVO
3602742,AuronPlay
3616008,"Troom Troom"
3707916,"De viral Tops"
3710825,"BRUH SAVAGE"
3765990,"Adult Swim"
3780988,"Lucas the Spider"
3817083,MR.ROMEO
3819075,Tuitealo
3821163,"EA SPORTS FIFA"
3827494,"The Film Theorists"
3865466,"Jajaja Buen Chiste"
3880517,"GOLAZO TV"
3886909,"Alyza Vlogs"
3887381,AshComps7
3898338,"Javier Ramirez"
3906321,"Telemundo Entretenimiento"
3920964,BuzzFeedVideo
3922997,"Kluna Tik"
3923184,Impulse
3934084,ChainsmokersVEVO
3948442,"soheib Mix"
3966223,CaliyElDandeeVEVO
3966453,"Myco Setas"
3967358,Blossom
3976537,"LFP Gaming"
3986558,HowToBasic
4021380,MoratVEVO
4050261,"Kidd Keo"
4058571,TroyeSivanVEVO
4071232,h3h3Productions
4089839,JoanJetsetter
4108713,JuStYosS
4110559,ExtraPolinesios
4112429,"BuzzFeed Celeb"
4196932,BANGTANTV
4215418,Sidemen
4233617,"Mis Pastelitos"
4241964,gameslice
4258967,LastWeekTonight
4259318,dosogas
4278690,"OhWow Daily"
4282834,"FOX 10 Phoenix"
4291388,MattHunterVEVO
4302356,MusicFans
4321512,"Shawn Mendes"
4355331,"Ximo Pierto"
4386869,"TongTongTv í†µí†µì˜ìƒ"
4403684,"Saturday Night Live"
4410367,KendrickLamarVEVO
4415886,CAguileraVEVO
4425593,CHYNOMIRANDAVEVO
4466616,"5-Minute Crafts"
4482030,Reykon
4538288,"Juan De Dios Pantoja"
4569886,"OVO Sound"
4574083,ChrisJedayVEVO
4575521,"Dwarf Mamba"
4576570,CNCOVEVO
4588916,Marshmello
4631894,"Sofia Castro"
4675626,å…­å…­è¯´æ–°é—»
4700527,"Unbox Therapy"
4704561,"Caribers A Bordo"
4736045,"KH Daily"
4811863,"Mike Austin"
4829416,"BLA BLA"
4841490,"HJ NEWS"
4937313,"abimanyu 9/4"
4955919,NugoBasilaiaa
4967959,"Rita Ora"
5051587,GEazyMusicVEVO
5128695,CarlosRiveraVEVO
5145423,Badabun
5160442,BackstreetBoysVEVO
5177927,EminemVEVO
5189495,darkavenger882
5202947,ShawnMendesVEVO
5221478,"Jimmy Kimmel Live"
5239788,Arcangel
5306761,JenniferLopezVEVO
5312227,"ORJuanAlejandro - YouTube"
5404857,LosPolinesios
5412087,CamilaCabelloVEVO
5434010,TrailersTC
5440275,"The Late Late Show with James Corden"
5506507,Diplo
5526923,JukiLop
5553993,"Disney Movie Trailers"
5563479,"Star Wars"
5700504,FARRUKOVEVO
5824915,FiftyShadesVEVO
5829270,"Americas Got Talent"
5859790,SkyRompiendoVEVO
5901092,"Jake Paul"
5965605,"Audio Music"
5987568,DebRyanShow
6076566,"Christian Dumon"
6094691,"TRYANGLE FILMS"
6119211,PinkVEVO
6194075,"Update Music TV"
6199178,"The Weeknd"
6203687,"FWF Indian Movies"
6280711,"The Official PokÃ©mon YouTube channel"
6315313,"Premium Sintesi"
6504668,"Luisito Comunica"
6520083,"EL Vielman"
6580374,AlexSensationVEVO
6598933,ThaliaVEVO
6638874,"MATCH OF THE DAY"
6675701,"Eurovision Song Contest"
6813271,"Jung Hyun Ran"
6868690,"Nutri Leche"
6988381,CalvinHarrisVEVO
7023427,"WorldMusic TV"
7064475,WORLDSTARHIPHOP
7097427,Anitta
7172963,"The Tonight Show Starring Jimmy Fallon"
7218812,Nintendo
7220687,"kien hoang"
7251441,wisinofficalVEVO
7512073,"Guardian News"
7562487,CelineDionVEVO
7627332,"Cobra Kai"
7735840,WWE
7823823,"Warner Bros. Pictures"
8053628,"How Ridiculous"
8070507,RedeTV
8404844,MigosVEVO
8479276,"Paulo Londra"
8582174,"Resumenes FUT"
8855877,"Hear This Music"
8938684,"Paramount Pictures"
8940772,"LALA MÃ©xico"
8952634,WIRED
8958510,"Guntur Talkies"
8991142,PewDiePie
9200854,DavidBisbalVEVO
9218005,reikVEVO
9568171,"Lele Pons"
9583159,justintimberlakeVEVO
9684251,T-Series
9709778,"LA DIVAZA"
9871025,PrinceRoyceVEVO
10096037,Disneyâ€¢Pixar
10226518,NFL
10236562,"oddlysatisfying videos"
10308019,TheWeekndVEVO
10321534,SebastianYatraVEVO
10477914,Gorillaz
10578423,"Sony Music India"
10599903,Wolfine
10964605,SMTOWN
11188755,ZaynVEVO
11202281,PostMaloneVEVO
11310513,NickiMinajAtVEVO
11880523,"Clash Royale"
11881651,SelenaGomezVEVO
11912736,"MUEVA Records"
12023527,KatyPerryVEVO
12150693,GianlucaVacchiVEVO
12577687,NorielVEVO
12729423,Vevo
13432309,"Dettol India"
13537642,jypentertainment
14019308,NIXBLACK
14352100,"Dua Lipa"
14839046,RomeoSantosVEVO
15066347,KSI
15316016,Google
15463329,DemiLovatoVEVO
15808339,"Logan Paul Vlogs"
15834441,EnriqueIglesiasVEVO
15924122,shakiraVEVO
16806832,SpaceX
16809675,"Ed Sheeran"
16884972,"David Dobrik"
16995160,"Flow La Movie"
17059675,DrakeVEVO
17228602,"Dude Perfect"
17607193,"Lil pump"
19259963,BeckyGVEVO
19336751,"20th Century Fox"
19687431,"Daddy Yankee"
21300729,"Pina Records"
21716633,"RICARDO ANAYA"
21836024,jbalvinVEVO
23291675,KarolGVEVO
23789688,AsapSCIENCE
24004779,Coachella
24609765,YandelVEVO
25066682,ArianaGrandeVevo
25497666,Maroon5VEVO
27204402,Ozuna
29484180,"Universal Pictures"
29743367,TaylorSwiftVEVO
31648454,ChildishGambinoVEVO
31680160,"Bruno Mars"
32523416,"Cardi B"
32880238,"Bad Bunny"
34448035,amazon
38647842,LuisFonsiVEVO
39128403,"Sony Pictures Entertainment"
40801423,"Kylie Jenner"
44726356,MalumaVEVO
50896717,NickyJamTV
62796390,ibighit
74789251,"Marvel Entertainment"
100912384,"YouTube Spotlight"
